session_id:token	item_id_list:token_seq	item_id:token
49713	30537 26917	14551
49714	53781	30249
49715	7981	19015
49716	40065	18820
49717	31524	21619
49718	45509 44158	26067
49719	21984 10563 21021 3250 12258 11467 20074	21066
49720	20909	34665
49721	51986 28323 53629 10302	26209
49722	19029 56747	28803
49723	45312	26148
49724	42502	3144
49725	21640 25407 55803 35201 13584 13547 103 44292 17905 39335 47838 34937 54634 135	5336
49726	4869	14438
49727	51036 30287 24673	19379
49728	3850	34604
49729	42293	19051
49730	9913	34560
49731	47656	29091
49732	12846 39591	50530
49733	44743	25433
49734	37263 25326 27128	5039
49735	20662 12394 19083 45347 39315 6179 47517 52590	45948
49736	24078	37747
49737	6855	52486
49738	28155 23647	45605
49739	44306	41268
49740	17857 35911	55723
49741	46641 42332 50713 21101 20311	5614
49742	14925 49723 48857 33261	34142
49743	49860 3803 46981	14556
49744	3121 21870 220	8912
49745	6534 7372	51936
49746	30002 21159	18509
49747	10164 28368 41371	17319
49748	5369	54140
49749	35468	17836
49750	35541 34699 13128 566 37962 47719 7983 55415 9762 16515 5437 14349 31389 41292 48382 23026	33795
49751	12748	35617
49752	13579 29989 34052 52398 48641 49160 14234 39133 65 41371 18001 15390 27927 19029 39128 26495	10655
49753	38309	51285
49754	17723 18573	50992
49755	29813 12417	22309
49756	33748	39901
49757	56487 53050 51513 8624	9539
49758	24911 55108	29596
49759	8186 41866	37232
49760	53434	29341
49761	53933	32180
49762	12039 23052 3293	8065
49763	55079 31446 49352	6179
49764	47214 40611 13517 52071 39126 913 45374 46620	570
49765	1362 15650	37003
49766	54695 39794	31784
49767	39940 56404 4378	12839
49768	3361 50893 42410 31956 48150 26684 42247 37332	53735
49769	21949	52628
49770	14584 34238 47808	30514
49771	50860	7573
49772	53054 7045 47202 31624 43222 28115 13234 8606	37277
49773	30696 6980 40509 10957	51896
49774	27629 3808 50730 53906 5587	51732
49775	16005	15675
49776	18027 3743 50775 18204 46346 25395 53389 31781 3335 4473 22917 4712 39208 54519 52102 3059 44084 26781 10046 2265 37507 27215	3818
49777	3808 521 54897 32531 24304 38818	54962
49778	27141	46072
49779	26863	27117
49780	43168 4719	4396
49781	18774	23186
49782	23160	37034
49783	47787 27373 46529 34107 36516 9280 12815 51047 49459 45562 3335	40774
49784	14120	13130
49785	7371	37670
49786	35471 46529 2691 11069 41540 22288	154
49787	32187 5338	31709
49788	22095 25617 2273 16683 31421 43395 53325	48169
49789	4217 38145 52485 6743 2288 56519	41660
49790	29813 29239 12686	3713
49791	1019 17690 33741 28757 35365 17951	10934
49792	27818 40066	55886
49793	6286	31306
49794	48527	34123
49795	37438 25375 51372	27341
49796	6179	12394
49797	2989	47797
49798	13453	15154
49799	51334	19943
49800	52178 54231	4974
49801	56733	43086
49802	3760	27526
49803	48279 10805 53972 46529	42825
49804	37841 51530 19463	25435
49805	18314 9880 51862	16025
49806	5906 52708	27701
49807	17168	40326
49808	18640 1182 33362 41228	51108
49809	29111	8843
49810	26667	36797
49811	50893	48585
49812	586	43318
49813	44871	23935
49814	27763	35231
49815	34177	16182
49816	51334	43405
49817	54696 3430	21981
49818	28916 27258 17727	19322
49819	35393 56840	32027
49820	15375	53519
49821	9422 27879 54214	8224
49822	8772 49224	31882
49823	51447	25231
49824	20288	34981
49825	9839 54759 32556 51283	20218
49826	28107	34490
49827	48015	26600
49828	53282 53126 46424 26630	55984
49829	4724 25276 49108 30307	48593
49830	15727 31088	16209
49831	6543 24024	26287
49832	40751 49948 32140 22917 33247 49778 24263	47463
49833	3857	15165
49834	15746 41435	26024
49835	28128 21667 37138	45599
49836	32475 17009	16536
49837	16002 54121 28335 22844 9784	2318
49838	3188	16609
49839	7437 7088 22791 49901 13318 55608 56690 11757 34301 45128 24600	37474
49840	3903 39000	33456
49841	46011	37556
49842	55313	7636
49843	5738 46434 12421 28605	47615
49844	49511	15699
49845	1677	50357
49846	32945 1357 32762	53446
49847	28766 1249 5176	38047
49848	28531	21227
49849	22458 38366 17387 29630 6179 6291	12394
49850	29574 51857	52962
49851	6179	14762
49852	26847	26533
49853	7210 25868 43433 21074	8736
49854	25737 54140 32531 23273 56770 40509 42925 46996 22051 17166 9893 55742 49819 52045 32919 45407 28386 6844 49157 9608 29190 37539 2432 3316 42009 24013 12002 55901 47049	4657
49855	10740	47580
49856	2125	26395
49857	6563 31560 42688	30518
49858	1583 16135 6980 27348 45574	46237
49859	51501 23737	44933
49860	37670	17356
49861	30850	24152
49862	34487	16317
49863	18073	9851
49864	52262 56049 24007 55591 24184 51087 41355	40374
49865	47761 10946 46176	7582
49866	20712 17396	6205
49867	1584	37866
49868	37290	1077
49869	25876	22869
49870	11138 40457 22480	12013
49871	40057	208
49872	15742 41461	11805
49873	42846 33923 39951	37065
49874	2347	1129
49875	53278	14191
49876	32973	2584
49877	25224 18447 11547	22940
49878	49058 36679 56747 55742	1026
49879	31005	11281
49880	21630	12207
49881	4588	21225
49882	14406	23587
49883	49252 25669 27788 30621	1593
49884	11655	2367
49885	44415	55263
49886	53833	45318
49887	28155 54121 36468 41112 25693 25762 9784 48931	51562
49888	46010 37851 50685	24184
49889	32475 380 1464	45579
49890	284 20658	20598
49891	45324	21552
49892	12039 37964 5744 3808 43707 47202 43463 16861 56114	19507
49893	28538 36004 41291	20428
49894	5692 38065	31384
49895	29257 12952 37889 51671 33569	37403
49896	55321 53959 30183 38004 41990 49626 36942 47198	15996
49897	37573 13403 195 34127 2207 30717 4247 54092 46989 53050 51942 20909 21917 21287 37263 44668 23948 39126 23007 40935 26275 50163 1712	37519
49898	8289	21072
49899	46118	2860
49900	53377	36365
49901	9798 37655	29771
49902	16700	55766
49903	7562	30307
49904	36276	32330
49905	38863 11135	10351
49906	4848 20856 39298 49282	30278
49907	36540 14967 25925	2085
49908	5449 48549 49289 23037 7885	23542
49909	54866 17851	39645
49910	10786 53881	54127
49911	35453 47179	54610
49912	22244	32931
49913	25228	50974
49914	52862	32652
49915	36317 9581 43109 13110 33383 19773 2964 23827 34002 35440 4312 31782 1613	22153
49916	56860	5545
49917	10231	52123
49918	34095	28841
49919	41012 53904	37585
49920	20027	23366
49921	247	53920
49922	996	34304
49923	44748 46249 18153	45347
49924	20686 47592 48742	47812
49925	19847	20540
49926	8998 6065 40361 19260	2348
49927	5039 46167 21635	7439
49928	34532	28357
49929	3036 46347 18795 21492 6179 55156 20084 40478 6980 1490	32675
49930	33103	39695
49931	32083 43109	1708
49932	44091 727 39510 14764 30486 20085 55156 9191 2571	23211
49933	29062 41818 11254 5449	7969
49934	152 39254 22592 37577	42634
49935	19764	14321
49936	24913	54092
49937	49029	50221
49938	2010 36787 4725 16006 41833 20193	8889
49939	13141 52842	12862
49940	29101	42940
49941	49674 43997 25808	5337
49942	37563	12339
49943	38804 21300	49161
49944	30544	50019
49945	2677 33147 37650	30909
49946	44460	10505
49947	14241	38314
49948	3001 5771	30612
49949	6179 24024	463
49950	11792	14340
49951	54160 24330 17579 17476 32870 6179 15281 15920 20312 54908 45507 54085 28726 44882	23051
49952	26317 47547	45292
49953	22957 18593	45630
49954	42643	31308
49955	39343	32969
49956	9654	43115
49957	53072 41552	8074
49958	13186 43870	51687
49959	53337	13960
49960	26938 25874	2341
49961	46190 53933	3536
49962	35895 18764 23213	6908
49963	15720 31191	49127
49964	20151	31407
49965	14968 9348 11634	45550
49966	3101 53972 50098	15552
49967	54836 19533 10167	18027
49968	54584 19051 15190 3025	23271
49969	24176	18573
49970	21929	23415
49971	1865 28395 6488 55301 6057 39780 21680 46895 21586 4782 41555 36457 5235 46921 23750 56177 15736 41810 32516 46273 7154 14534 45214 53819 47202	31217
49972	37642	43195
49973	29390	44041
49974	8662	47164
49975	44352 2094 51776	24439
49976	258	10524
49977	10790	51971
49978	31903	51398
49979	3689	13845
49980	1228	8569
49981	11397	24632
49982	56140 51640 18168 24601 40867 31989 40622 621	35756
49983	18974 1639 37899 22733	27532
49984	44005	27582
49985	371	21428
49986	53048	49551
49987	29192 27334 54814 33168 21236 34859 21147 45066 31219 1308 49825 9912 3657 14827 42946 13703 10651	41792
49988	34421 20815 1889 32373 21586 5457 26777 37235 38972 28612 46925 41296 3468 8251 53639	38759
49989	8897	29988
49990	43796	20488
49991	8890	36558
49992	20948	30668
49993	2657 22104 6628 54918 44445 56265 25919 39133 30890 20893 25213 13104 4415 45696 14705 21265 43472 32552 10239 40509 13579 11858 44383 20594 29567 6548 39467 4596 32034 29531 29336 19979 31858 37138	51698
49994	44873 40059 12852 30190 21712 7423 46357 32909 6175	4415
49995	53591 42434 26849	41330
49996	16442 27677 26410	54813
49997	52297	9280
49998	28124	48867
49999	47364 2897	40748
50000	48601	26496
50001	44050	41513
50002	40288 45613	55722
50003	27714 3808 47202 54779	32747
50004	39148	50360
50005	22523 51491	43369
50006	51559 45715	36135
50007	7655	17810
50008	30296	47028
50009	4435	50093
50010	31315 43039 19158 49618 37802 1118	43691
50011	25490	20619
50012	46729 53050 18774	33867
50013	45752 37150 7437 48689 26441 10818	26982
50014	7782	14312
50015	9578 25899 18658 11672 14423	833
50016	46588	20317
50017	55113	42455
50018	53216 55185	6980
50019	26757	53269
50020	49240	25490
50021	1308	30206
50022	52813 53933	37258
50023	15767	10262
50024	11066 36473	3092
50025	18209 52348	29998
50026	24690 44735 47202 42332 8776 44700 4576 24443 42452 24493 29111	37744
50027	42972	12191
50028	23994	26783
50029	48607 28508 38860	39869
50030	19063 26474 51208	1532
50031	19558	12032
50032	5324 4065	2115
50033	38630 47175 27680	12537
50034	22430	51441
50035	43015 38873 28513 36673 56876 48568 50171 32896 19308 40500	21803
50036	29494 55446	10516
50037	9785	49311
50038	18168 18226	2312
50039	12467 12009	17741
50040	19682 27261 38625 56870 44132 54916	23112
50041	28538	15751
50042	50992	40931
50043	35950 17585 5335 31551	54016
50044	17725	47394
50045	49777	5050
50046	13880 31733	39616
50047	54140 6179	197
50048	24473	1736
50049	18761	53034
50050	159 3492 4071	15935
50051	18726 10744 19064 48110 22803 49964	39780
50052	41223 14655	42699
50053	18095 9785 21913 6286	52997
50054	2275 7618	19410
50055	41100 41236 52839	29940
50056	48250 37573 50887 44668	3534
50057	2986	17833
50058	27061 29759	28382
50059	30199 41 17148 19466 40935 32483 5848 8275 34484 56942	13330
50060	15373	2113
50061	34016	40857
50062	6819	49584
50063	16098 28740 10714	42402
50064	24932	43534
50065	7248 38384	38314
50066	31008	42332
50067	45715 49827 31738 28799 46781 16227 39679 47580 9369 33462 28323 30861 35384 28144 8992 51559 50464	21737
50068	34800 20119	42409
50069	14272	31012
50070	46976 56589 31721	21072
50071	13973	13318
50072	21640	24476
50073	275 34002 47011 38695 44122	16627
50074	3216	43796
50075	22331 43189	39649
50076	50643 7701	41598
50077	17385	39361
50078	37004	38134
50079	31886	8977
50080	35185	3184
50081	22559	53329
50082	8824	18103
50083	40503 32240 10987	27999
50084	54794	31524
50085	52030 45849 14548 12839	1224
50086	26602	42309
50087	51594	24974
50088	22315	24654
50089	54101 7124 52199	1795
50090	43735 43084	41246
50091	27752	17066
50092	6613 32052 3691	39538
50093	36067 10239	35373
50094	5828 35051 47099	51372
50095	21017 22104	17014
50096	18001 33441	54120
50097	17525	32517
50098	10442	55460
50099	40703 25456 55742	38047
50100	32393	53629
50101	12272 39940 43351	47022
50102	52354 56050	10682
50103	38792	24487
50104	22720	32664
50105	6275 14828	39800
50106	38960 52580	51266
50107	15531 208 49467 39591 15889 4957 35681 53478 41441	13864
50108	55282	45473
50109	26291 24329	34241
50110	1964 8621 55201 47678	36525
50111	50816	15323
50112	18729 47198 54606 16645 4268 9386 32531 2388 18573 55792 25008 30053	39332
50113	31389	30755
50114	20454	16683
50115	48039 9932 42409 13794 42565 18573 12888 3808 35246 14220	54140
50116	38400 2267 10241 51036 27925 49778 12394 40457	20084
50117	5140	4312
50118	15245 14534 27608 12373	9528
50119	48314	29506
50120	40715 49161	43541
50121	16467	16861
50122	6098	19989
50123	19446	29710
50124	41456	43735
50125	40345 29494 23273 20051 35192 915 49961 10651 27008 15139 26050	11755
50126	38602 31145	46063
50127	53007 4276	20198
50128	34390 50251	17079
50129	7937 46346	37485
50130	51413 1233 42211	48025
50131	43475 34575 41456	20859
50132	8751	33166
50133	49474 28288 37994 51402 23785 55742 3818 15879 4734 53712 34107 3571	45668
50134	42099 548 18489	27854
50135	54140 21026 5377 33082 35942 53441 23197	28500
50136	50544	33525
50137	49778	36101
50138	37569	14548
50139	28238 32014 42054 4403 45259	56407
50140	43813 29887 27340 42273 18954	19768
50141	6733 8680 31338	13757
50142	15838	9637
50143	23679	47454
50144	31179 35579	19463
50145	47656 718 16861 221 46813	45037
50146	7548	52893
50147	19773	36235
50148	32203 49125	1621
50149	9338	4377
50150	36306	4650
50151	4268 7859	22333
50152	56532	19873
50153	6286	7726
50154	26100	44856
50155	48730	17727
50156	35438	30282
50157	26982 49778 13559	40457
50158	22505	36936
50159	46354	50816
50160	39097 21538 56140 4650 32594 23356 990 17048 20771 6980	53509
50161	52450	10443
50162	28282	8257
50163	54519 27915 26638	24957
50164	9356 45037 11101	51882
50165	34651	36206
50166	55376 10859 29640 40000 8549	3710
50167	37954 22937 4744	42058
50168	9562	24900
50169	53563	13967
50170	48300 31806 14984 10596 45403 43728 50893 27549 48607 27139 26285 14753 868 38230 12119 27986 15373 15723 6642 35013	53313
50171	41360 45515 54145	33689
50172	42410 3808	31601
50173	43240 15162	16053
50174	3286 4790 13110 43315	22108
50175	3370	6179
50176	9445	56559
50177	28410	27537
50178	25737 12888 42565	48607
50179	14690	6980
50180	18446	2659
50181	55256	36547
50182	35508 34873	28563
50183	54020 37974 48768	12548
50184	16510	8292
50185	20633	20873
50186	55395	13811
50187	22371 12469	7791
50188	11467 54245	36102
50189	51101	46559
50190	50436	10228
50191	6418 20002 40496 17727 39126 5086 51266 17503 133	34464
50192	15592 36032 55456 49943 23272	40533
50193	639	46862
50194	45328	52839
50195	9932 56398	21148
50196	55418	56180
50197	23864	55316
50198	20881 1146	54084
50199	41948 20800	16340
50200	34346	22641
50201	17660 13637 20039 34268 29754 29047 30404 41940 54297	32385
50202	52486	18247
50203	53637 21579 16559	41471
50204	55581	27623
50205	32987 54940	11278
50206	1708	32776
50207	8441	74
50208	8823	13064
50209	48388 49530	9091
50210	675 53071 50067	30241
50211	2758	5361
50212	1631 493 37515 28664	49108
50213	24548 32187 34146 29922 49084 1208 48156	15105
50214	4473	4496
50215	55608	22762
50216	54528	48047
50217	28238 11912 28753 36847 41262	12481
50218	42926 3676 10188	27380
50219	45701	20985
50220	28630 55431 48156 46495 18691 16559 32079 26982	55028
50221	19209	49306
50222	28237	56387
50223	47049	27188
50224	45430	30388
50225	44901 51570 21722 16423 23051	12872
50226	31404 37474	34686
50227	25004	28082
50228	41381 13854	41245
50229	29596	38647
50230	48662	40300
50231	43364	27173
50232	48532 2699	26250
50233	37890	30089
50234	34663 41456	29257
50235	18635	30194
50236	41131 41620 7973 12878 6665	43704
50237	54612 2933 49130 13839 38500 29257 42170	4646
50238	41343	15254
50239	53200 34989	18220
50240	23999 49368	9557
50241	9346	22852
50242	12015	44926
50243	11655 41109	13413
50244	23090 22976 20680 26623 6682 19475 38835 19193 35831 12903 3247 25449 30646 2181 45416 17883 50005	20493
50245	32123 18352 50776 6179 17905	29440
50246	14872	30585
50247	32026	17103
50248	27893 16209 51811 2540 5614	11668
50249	24127 18259	47455
50250	10756 51787 282	35770
50251	33435	28740
50252	38097 31942	17068
50253	42922 41330 41287 42161	39634
50254	51658 11304 21460	30892
50255	20232 32531	52567
50256	38993	41453
50257	51407 20492 2884 5864 32064 50974	51191
50258	25395 42832 9607 37795	34807
50259	16219 41874 7074 32909 54917	39732
50260	10134 29417 46579	3733
50261	28500 54673 9442 21803 23988	4268
50262	35919 4556	52648
50263	26450	45411
50264	9705 15165 11135	8186
50265	16516	7759
50266	15819 21319 44295	9435
50267	37392 6772	19355
50268	47768 36679	41147
50269	20353 42588 40936 43814 17477 48962	22185
50270	11513	45961
50271	56177	30839
50272	10923	23319
50273	16252	6966
50274	12351 39998 52814 7149 53853 29431 10311	14477
50275	49496 20101 16539 16919 48727 32878 671	27402
50276	7859 14337 24849 54142 12255 46276	39317
50277	53807 35392 45835 32890 4328 45702 15276 34993	11338
50278	27163 7367	45560
50279	39612 52350 15699 50561	6444
50280	25248 52215 56333 53972	52588
50281	13517 53264 21880	16402
50282	10506 28500 14517 47016 39074 2311	43639
50283	52487 41643 13496	12193
50284	37689	22527
50285	17559 35370	29121
50286	45985	53278
50287	47761	13381
50288	31307 40066 4074 53068 12568	6497
50289	35074	31361
50290	19843 7551 2048 28117 52152	542
50291	7663	6007
50292	37786	23759
50293	7508 6628 40420 738 23561 28680 56065 21612 39318 31624 44306	8885
50294	49491	35260
50295	36526	35464
50296	48786 11035	15488
50297	1693	54140
50298	18229 8750	5075
50299	36004 50876	7858
50300	17672 27014	43723
50301	12429 37245 10411	6561
50302	16270	23633
50303	44105 42409 40509 42565 19862 10357 56381	5915
50304	3051 49901 27087	14243
50305	46182 5904	43733
50306	31922 54495 43252 49617 40585	641
50307	21877 7494 37049 5681 23457 46656 15687	46946
50308	27173	52189
50309	20199	10733
50310	27707 31908 47782 19123 10923 52458 50456 18218 48846 52026 11276 56747	48049
50311	19890 3370 929 52015 55707 19227 38669	19941
50312	15768 30777 13543 32957 5514	15206
50313	44114	43029
50314	52839 16315 29789 50223 36032	24991
50315	44882	33821
50316	40400 23801	39860
50317	55896	25081
50318	154	25255
50319	35071 2815 34981	54190
50320	1748	21655
50321	15378	2196
50322	51274 42565 8873 27927 42409 14015 32034 35651 5906 50035 21902 3899 39133 39804 9878 20175 31450 38191 13381 18221 21967 33925 50974 41456 14122	54906
50323	20122 35366 50652	10679
50324	20599 16598	6559
50325	51208	45321
50326	22480 260 8445	37446
50327	27298	34993
50328	43141 53293	27666
50329	32531	22974
50330	15034	34514
50331	21488	22309
50332	15694	16900
50333	36107 26623 10256	54304
50334	54485	25326
50335	39034	8182
50336	34423	5961
50337	35344 15197 27037 22991 33197 26675 19673 16991 21981	41380
50338	33782	49115
50339	27927	52911
50340	42199 21166 50 52911	50114
50341	31632 53629 37290 27878	53343
50342	46560	15140
50343	11409 48106	17367
50344	15654 53942 8923 37719	52068
50345	33816	42734
50346	43909	41518
50347	13010	13579
50348	49368	13305
50349	14321 27140 4001 31527 6648 22 38371 37670 45525 44860 45809 20918 2508 6570 32652 19563 38685 4296 56835 3945	7726
50350	18517 42027 10520 54670	40491
50351	25078	50336
50352	21228 23382	2561
50353	52827	38314
50354	6980	6179
50355	12394 41192	38979
50356	49612	4668
50357	17986 9261 14159 727 20750 25818	43340
50358	52579 28826 43284	32234
50359	11975 25123	54707
50360	51048	38108
50361	30801	23533
50362	7781 54098 43297	17960
50363	23948 55138 23325	1602
50364	33039	33861
50365	4137	5967
50366	20383 48607 12480	9127
50367	2265 24217	30601
50368	42450	54224
50369	11794	38960
50370	19192	14410
50371	6179 6980 9030 39080 22957 21620 38515 20196	15844
50372	49631 47010	20052
50373	47251 51238	19748
50374	21784 36707	29003
50375	7994	32073
50376	12282	21902
50377	28758	48912
50378	56189	41696
50379	45025 42565 17350	24304
50380	2207 34827 40299 13252 2757	3819
50381	31305	12848
50382	16408 35788	29302
50383	39892 7519	24748
50384	40792 24673 15035 52732 32806 8228 40084 7911	35950
50385	3808	31624
50386	40316	27163
50387	31566	18607
50388	15219 37897 1900 55935 51180 53845	9944
50389	49901 53790 55113 33812 13340	3719
50390	9680	3284
50391	37047 45214 53278	27969
50392	55321	56604
50393	2712	15195
50394	50738 3729 12368 11943	44523
50395	27549	39094
50396	32280	16230
50397	15378	30890
50398	33955 23571	53040
50399	23227	47293
50400	22116	24745
50401	56604 38790 45318	32531
50402	19698 2139 22790	39550
50403	14762 29852	2855
50404	13311	52286
50405	55096	40703
50406	35091	32027
50407	34392	25647
50408	39310 46190 23049	35223
50409	19117	42787
50410	56345 6610 20052 3492 9960 41389 2243 18244	43326
50411	39917 39795 9102	35950
50412	3963	4246
50413	20730 33155	48063
50414	29892	13740
50415	45605	46290
50416	17014 10227	31383
50417	36527 43605 3188 42054 51283	28934
50418	17360 54691 32332 55056 20383 9823 20284 31767 20438 407 36126 13703	55956
50419	33623	43559
50420	16279	5551
50421	260 4188 48738 5110 51473 40052	20052
50422	40040	16787
50423	48768	18774
50424	36679 15746 15961 53400 48505 47827	15395
50425	8758 39222	53857
50426	14701	3029
50427	30296 30736	45372
50428	51006 13126	7791
50429	667	3058
50430	50035 31710 27771 24915	53974
50431	32437	37134
50432	6179	41244
50433	34002 3206	54140
50434	24127	914
50435	50072 29758	6286
50436	19563	37299
50437	23940	7243
50438	17005 39318 24955 55453 26821	56443
50439	12053	18673
50440	23816	4232
50441	3950 14440	1990
50442	43729	56881
50443	35651 18222	12282
50444	51496 3876 12045 48228 24380 9908 40046	33929
50445	16968 3492 24526 280 17027 33623	10352
50446	18774	12532
50447	11704 51413 25762	55156
50448	32656	53254
50449	42926	21640
50450	45020	11873
50451	23864 23487	43015
50452	20106 7312	28368
50453	47202 17283 5886	56269
50454	9680	28279
50455	3489	13148
50456	31611	20879
50457	54664 20750	36325
50458	35950	53293
50459	39561	1113
50460	4832 35098	246
50461	14655 51687 36499 43392 5752 2509	35616
50462	51541	41280
50463	5545 44667	23296
50464	40066	33948
50465	10511 25818 35725 35372 35577	6026
50466	38661 38626 53560	47331
50467	31236 36664	38805
50468	29535	45007
50469	27139	17383
50470	20563	30589
50471	9411	11805
50472	21710	22703
50473	56411	49793
50474	4306	5086
50475	795	20388
50476	606 46559 6980 20641	6179
50477	49608 31540	28055
50478	56464	41820
50479	17828 13141	45609
50480	2407	25795
50481	31363 6553	7618
50482	15872	55915
50483	5349	2101
50484	29041	16222
50485	40282 29710 54702 5377 54906 14122 34086	47215
50486	31909	12812
50487	12146	32400
50488	49948 43435	35145
50489	7678	50199
50490	5814 35841 33663 32570 51036	20704
50491	51060 37234	33830
50492	38972	54914
50493	52800	25890
50494	34742 42899	28224
50495	10814 31305 29884	35880
50496	41461 21129	26033
50497	39993	50893
50498	11875	38078
50499	48768 49354	37740
50500	53642	51639
50501	21427	8831
50502	29455	5528
50503	36120 7807 7649 37209 26634	13839
50504	33623	29988
50505	44989 53933 17421 5506 6668 23108 45522	32035
50506	49901	23029
50507	20313 11547	29359
50508	15153 15607	36598
50509	43815	49780
50510	46876	6980
50511	27878	7579
50512	50974 20750 21262 53972 1233 51310 28182 22228 18400	28019
50513	8823 3064	8472
50514	14563	55495
50515	48902	32648
50516	51274	40261
50517	30532 22799	48733
50518	17704 27269 39325 15531 20750	5869
50519	10339 23239 9539 30864	44032
50520	40195	19862
50521	6179	4053
50522	13543 24781 12036	20779
50523	18173 11968 41787 20144 10185 51404	35523
50524	17907	52458
50525	10505 45176	14415
50526	17326 208 50530 17951	51671
50527	22346	51005
50528	31987	48883
50529	28500	1156
50530	54535	9150
50531	41171	42472
50532	20052 35344 30714 7402 53972 49807	13559
50533	19155	16559
50534	7937 11012 38047 18487 4464	34600
50535	31266	53772
50536	39230	37080
50537	18043	4459
50538	53216 8583 28841 22469 46997 7834 15122	48592
50539	38562	20598
50540	8421	38557
50541	28591 18391 55156 1347 54360 133	36607
50542	24994 12801 4734	11958
50543	51175	11912
50544	38493	38479
50545	3465	14244
50546	53613	35651
50547	349 20522 10349 29047	44806
50548	11724 7434 35982 20273 11875	51191
50549	5586 46647 18786	49334
50550	56816	40177
50551	54241 13685 14047	11655
50552	26849	45171
50553	10105	55429
50554	46564	11922
50555	35734 23999	4461
50556	24751	7281
50557	41488 27625	7437
50558	13617 47101 37356 38248 31176 31243 1305 32820 10729	1958
50559	56119	29988
50560	17233	18573
50561	27108	42012
50562	12468	54925
50563	40563	3482
50564	25034 31738 30241	26096
50565	38906	19427
50566	12448 3808 14325 21695 44621	1901
50567	26059	37308
50568	6082 35332 40731 21227 25340 27927 37807 6940 20270 37324 1907 48777 47329 54389	38625
50569	43364 35330 55635	7933
50570	10516 30964 54914 4003 5170 51352 670	39670
50571	27531	40061
50572	14764	15507
50573	27084	39318
50574	41692	32878
50575	6683	42079
50576	23241	17389
50577	33582	46345
50578	13685 3087 45605	16094
50579	4165 1313	40360
50580	12474	21827
50581	43800 48066 39903	56614
50582	33170 56604 1110	24078
50583	18678 11968 8965 21932 26970	21967
50584	24553	32509
50585	13051 46190	51916
50586	42810	10543
50587	6952	40174
50588	30849	29869
50589	4180 44743 52940	15101
50590	20514	10564
50591	26317 47547	28211
50592	17664	26086
50593	4687 6449	33586
50594	21069	22216
50595	43441 6197 26837	14522
50596	31909 9478 17195 52026	56924
50597	24263	51117
50598	29260 55637 135 22495 51950 47590 20686	512
50599	17586 13811	51916
50600	53829 41589 40509 29494 27296 12273 8313 26106 17410 48475 1010 43587 35988 33461 9061 41326 42583 3857 26488 37228 14589 30199 45318 32531 43473 52567 17812 12320 26390 32034 4378 54954 15836	11663
50601	25757 10167 4426 9825 31049	28118
50602	23720 581 14371 45335 22706 1604 17769 34596	37122
50603	1233 20260 56077 35593 4567 9294 39019 32842 15251 21917 37670 29251 33865 26616	26385
50604	56486 603 24722	50259
50605	5676	27558
50606	48268 37972 35616	12958
50607	32278 1652 10663 18594 18520 16772	52790
50608	6345 40058	52400
50609	38193	29376
50610	40301 12394 44901 20348 21139 11135 16523 15165 10351 20084	40909
50611	14638 37135 10006	7965
50612	53742	45906
50613	27649	34951
50614	37272 25935	14163
50615	13692 5397 16396	5169
50616	21062 20879 15676	35344
50617	5744 44901	41456
50618	44351	20443
50619	55199 20493	31782
50620	6231	47797
50621	34821 5182 950 7573 31030 29155 39704 46167 16536 24694 18229 56119 54998 30920 45159 3430 12888 19109 10623 17387 25470 13155 27406	39984
50622	30328 48305	33575
50623	50614	38942
50624	947	46949
50625	48514	7795
50626	51776	32380
50627	53933 22571	54236
50628	42251 49380 14221	23864
50629	3571 27576 10226 19587 43813 43756	39104
50630	10295	56009
50631	9270	3565
50632	41303 18734 4473 5030 27173 17154 9054 53740 31357 53870 27856 45808 53863 12331 47188 8966	42787
50633	16403	44751
50634	30296 8006 10882 31900 7482	16504
50635	22024 54165	37093
50636	18763	31611
50637	34262	41330
50638	37304	26798
50639	4533 28279	13290
50640	33451 9356	23360
50641	18437	23158
50642	41461	50816
50643	22940 23225	52075
50644	18792 54696 50852 41341 19865 35651 29925	12248
50645	27806 37263 52782 22917 27494 51555 27128 3594	12067
50646	12760 34663 5996 42856 2027	34879
50647	3952 37504 51407	35045
50648	45761	1226
50649	39916 28436 42643	17478
50650	21913	8873
50651	53933	49634
50652	21056	15306
50653	36103	5493
50654	49496	7944
50655	6057 49368 20629 48741 38955 3217 28088 28930	45058
50656	28798	3335
50657	45943	55431
50658	10613	2089
50659	26684	54142
50660	8642	22937
50661	26319 42190 48195 26943 40931 11858	11788
50662	19740 48882 16967 6980 41456 27510 42289 23856	48118
50663	42558	54051
50664	19895 21099	21599
50665	1233 38051 6179	19656
50666	28740	47202
50667	13680	55742
50668	16204 36751	7367
50669	45801 7686	41934
50670	5444 55625	16967
50671	46784	18425
50672	49721	41348
50673	40212	6793
50674	6883 17222 54914	1622
50675	22022	26323
50676	6418 51117	14015
50677	44856	36398
50678	35366	42423
50679	42643	34742
50680	46585	45809
50681	33848 6179 55156 34014	11823
50682	47711	17606
50683	53048 39318 4779	15717
50684	8888 38416 50783 15996 6370 30733 53026	45489
50685	13999	32243
50686	29053 50311	37004
50687	55323	37830
50688	28500	20268
50689	22493 11608 2027 26090 44888 32265 20824 55143 5350 38925 3123	49167
50690	22276 55309 17877 38476	24115
50691	50893	34401
50692	27625 2987 51683	9358
50693	18027 1436 1233	13650
50694	31543	31525
50695	26302 21618	35680
